type,question,options,answer,tone,difficulty
MULTI-SELECT,What are your key strategies for improving worker safety?,Improved PPE; Enhanced safety training; Regular safety audits; Improved safety procedures; Incentivize safe behavior,Enhanced safety training,annoyed,short
MULTI-SELECT,What are your main sources of raw materials?,Domestic suppliers; International suppliers; Recycled materials; Mining operations; Agriculture,Domestic suppliers,verbose,short
MULTI-SELECT,What are your main sources of raw materials?,Domestic suppliers; International suppliers; Recycled materials; Mining operations; Agriculture,Domestic suppliers,concise,short
MULTI-SELECT,What are your main transportation methods?,Trucks; Rail; Ships; Pipelines; Air,Trucks are the main transportation methods,verbose,short
MULTI-SELECT,What are your main transportation methods?,Trucks; Rail; Ships; Pipelines; Air,Trucks are the main transportation methods,concise,short
MULTI-SELECT,What are your main transportation methods?,Trucks; Rail; Ships; Pipelines; Air,Trucks are the main transportation methods,explanatory,short
MULTI-SELECT,What are your preferred code editors or IDEs?,VS Code; IntelliJ IDEA; Eclipse; Sublime Text; Atom,VS Code is my preferred code editor,verbose,short
MULTI-SELECT,What are your preferred code editors or IDEs?,VS Code; IntelliJ IDEA; Eclipse; Sublime Text; Atom,VS Code is my preferred code editor,concise,short
MULTI-SELECT,What are your preferred code editors or IDEs?,VS Code; IntelliJ IDEA; Eclipse; Sublime Text; Atom,VS Code is my preferred code editor,colloquial,short
MULTI-SELECT,What are your preferred code editors or IDEs?,VS Code; IntelliJ IDEA; Eclipse; Sublime Text; Atom,VS Code is my preferred code editor,explanatory,short
MULTI-SELECT,What are your preferred code editors or IDEs?,VS Code; IntelliJ IDEA; Eclipse; Sublime Text; Atom,VS Code,annoyed,short
MULTI-SELECT,What are your preferred communication styles?,Direct and concise; Detailed and thorough; Collaborative and interactive; Formal and professional; Informal and friendly,Informal and friendly,concise,short
MULTI-SELECT,What are your preferred communication styles?,Direct and concise; Detailed and thorough; Collaborative and interactive; Formal and professional; Informal and friendly,Informal and friendly,colloquial,short
MULTI-SELECT,What are your preferred communication styles?,Direct and concise; Detailed and thorough; Collaborative and interactive; Formal and professional; Informal and friendly,Informal and friendly,explanatory,short
MULTI-SELECT,What are your preferred design tools?,Figma; Adobe XD; Sketch; InVision; Adobe Photoshop; Adobe Illustrator,Adobe Illustrator is my preferred design tool,verbose,short
MULTI-SELECT,What are your preferred design tools?,Figma; Adobe XD; Sketch; InVision; Adobe Photoshop; Adobe Illustrator,Adobe Illustrator is my preferred design tool,concise,short
MULTI-SELECT,What are your preferred design tools?,Figma; Adobe XD; Sketch; InVision; Adobe Photoshop; Adobe Illustrator,Adobe Illustrator is my preferred design tool,colloquial,short
MULTI-SELECT,What are your preferred design tools?,Figma; Adobe XD; Sketch; InVision; Adobe Photoshop; Adobe Illustrator,Adobe Illustrator,explanatory,short
MULTI-SELECT,What are your preferred design tools?,Figma; Adobe XD; Sketch; InVision; Adobe Photoshop; Adobe Illustrator,Adobe Illustrator is my preferred design tool,annoyed,short
MULTI-SELECT,What are your preferred methods for code optimization?,Profiling; Algorithmic improvements; Data structure optimization; Code refactoring,I prefer code refactoring,verbose,short
MULTI-SELECT,What are your preferred methods for code optimization?,Profiling; Algorithmic improvements; Data structure optimization; Code refactoring,I prefer code refactoring over profiling,colloquial,short
